value_w,momentum_w,quality_w,growth_w,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,total_trades,final_value
0.2,0.35,0.15,0.3,316.52336196595786,5.325237531176042,11.831368249573394,0.19713539817090317,0.46864820846905536,1.6134707809306454,2456,15876168098.297894
0.1,0.4,0.2,0.3,301.44960368017496,5.227493633534605,11.753224627756923,0.19344777986968464,0.46449359720605354,1.5231620256467053,2577,15122480184.008747
0.05,0.45,0.2,0.3,316.5656498099665,5.325507257198823,11.731032174737226,0.17629241707317592,0.4612198795180723,1.474023427526699,2656,15878282490.498323
0.3,0.2,0.2,0.3,251.24462506065777,4.875858299512834,11.623543877395827,0.17584740893564663,0.4919210053859964,1.8060811833091925,1671,12612231253.032888
0.0,0.55,0.15,0.3,337.9603276916889,5.458951556582313,11.535682895423855,0.20760463148065975,0.4448476052249637,1.6550749645716842,2756,16948016384.584446
0.2,0.55,0.0,0.25,353.38909556091363,5.551670248258296,11.177890889796267,0.23200848513082842,0.4421204471691309,1.5073099700704713,2773,17719454778.04568
0.25,0.35,0.15,0.25,275.9838109588005,5.054551304114358,10.888188258796063,0.38627986209087967,0.46983311938382544,1.565271826460913,2337,13849190547.940027
0.0,0.55,0.2,0.25,252.07924721381576,4.882076680252284,10.820094071607345,0.19324893411624802,0.45257966616084977,1.6427137975274855,2636,12653962360.690788
0.05,0.4,0.25,0.3,220.52192955811162,4.636508731129241,10.758691128071384,0.15375291743716027,0.4582658022690438,1.6079309406357776,2468,11076096477.90558
0.0,0.5,0.2,0.3,240.5503096216967,4.794912806990718,10.723533898721472,0.1855222526487665,0.45143072289156627,1.568288270836326,2656,12077515481.084835
0.3,0.25,0.2,0.25,207.1793207764998,4.525497348203173,10.715048206764372,0.21612953091109013,0.5127566894835096,1.5907240284132358,1607,10408966038.82499
0.25,0.4,0.05,0.3,283.131939396283,5.10415042591254,10.640239598943076,0.24042610635483416,0.4463821892393321,1.4878035168339998,2695,14206596969.81415
0.25,0.45,0.05,0.25,277.6437595091149,5.066146161713385,10.458225753049968,0.23617066750232,0.4400887573964497,1.4582409093576294,2704,13932187975.455746
0.3,0.3,0.2,0.2,173.02231049242533,4.21733953804014,10.259832521600915,0.1599089386231874,0.5042622950819672,1.7101433665469146,1525,8701115524.621267
0.4,0.25,0.15,0.2,150.4228953108806,3.9900458455111902,10.220804984490616,0.16480456815874242,0.4963872832369942,1.8145398651696845,1384,7571144765.544029
0.4,0.35,0.05,0.2,276.2344292320165,5.056304912450914,10.217640141155986,0.3846547397963888,0.46475953565505806,1.6544939123452953,2412,13861721461.600826
0.25,0.3,0.15,0.3,240.2496974271357,4.792602575450107,10.191760988724209,0.34748742901923346,0.4759036144578313,1.5323533229874187,2324,12062484871.356785
0.2,0.45,0.05,0.3,239.38439765704277,4.785941726968909,10.147373945338005,0.24352958954874018,0.44542772861356933,1.4948598421341677,2712,12019219882.852139
0.15,0.4,0.15,0.3,214.86126441896974,4.589982594710032,10.069226908621916,0.20964127151145537,0.4525244913338357,1.418639376890761,2654,10793063220.948486
0.05,0.5,0.25,0.2,193.12908944906025,4.403238960993147,9.92210127727184,0.1668108705516602,0.45798668885191346,1.5825549478773984,2404,9706454472.453012
