value_w,momentum_w,quality_w,growth_w,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,total_trades,final_value
0.05,0.4,0.35,0.2,63.82180702412199,2.8029366624227423,6.97459098340803,0.18759549566828432,0.459070796460177,1.5991890971971792,1808,3241090351.2060995
0.3,0.4,0.05,0.25,109.12312160867887,3.5062599996628716,6.966796050905397,0.46054053380408716,0.4509336511720302,1.3644259392743898,2517,5506156080.433944
0.4,0.45,0.05,0.1,91.2525272853931,3.2578713432141315,6.9501192572759996,0.27150040513119417,0.45,1.408864716225259,2400,4612626364.269655
0.1,0.35,0.3,0.25,75.38111162954527,3.00809798320489,6.935918630609597,0.28504926312007856,0.4765751211631664,1.5332586132707438,1857,3819055581.477264
0.35,0.5,0.0,0.15,96.90941495238611,3.33978853057501,6.892995024244477,0.2850853116995754,0.4443118536197295,1.3927490994747445,2514,4895470747.619306
0.35,0.4,0.15,0.1,76.49899054578395,3.0267886466640004,6.880581614045487,0.2885188408152147,0.47013782542113325,1.598143519954618,1959,3874949527.2891974
0.1,0.35,0.25,0.3,71.55489510023762,2.942680912394562,6.872962828228667,0.20884264018599874,0.4517408550022036,1.5085386058282304,2269,3627744755.011881
0.1,0.55,0.25,0.1,72.50277987682709,2.959101455225449,6.843468812767698,0.25659698980745416,0.46563814866760167,1.4889856576520293,2139,3675138993.841355
0.25,0.3,0.25,0.2,59.35325072890895,2.7169458693068824,6.839027067220382,0.1978021778823489,0.49053747161241484,1.738997984126555,1321,3017662536.4454474
0.15,0.55,0.2,0.1,67.95099658075716,2.8788836901568966,6.7733858215775875,0.2436788384761243,0.4553327256153145,1.4626359259886623,2194,3447549829.0378585
0.3,0.45,0.05,0.2,92.3465377437157,3.273974796848681,6.764010690550994,0.5141943037578117,0.4498407643312102,1.3967368684163803,2512,4667326887.185785
0.15,0.5,0.2,0.15,79.11864186200832,3.0698816582582023,6.670694810843244,0.3018500518576005,0.45430579964850615,1.4302344023633786,2276,4005932093.100416
0.2,0.55,0.2,0.05,62.38586355384635,2.77575601874297,6.6644428363371775,0.2772187687939604,0.46426811237062593,1.467872561762911,2029,3169293177.6923175
0.3,0.5,0.05,0.15,82.65239521016174,3.1265197565748757,6.658359675555903,0.3844717418185117,0.4467147435897436,1.418029267941877,2496,4182619760.508087
0.35,0.15,0.2,0.3,52.21647068850426,2.5701433425401987,6.6512633623383355,0.20508899567937253,0.48126064735945484,1.7200838567171048,1174,2660823534.425213
0.05,0.45,0.3,0.2,65.02392150074583,2.8253781509658573,6.633167947640102,0.24281319736054072,0.44764649375600385,1.5096182286718698,2082,3301196075.0372915
0.25,0.35,0.2,0.2,64.07008020643339,2.807594550391298,6.625975230132184,0.28310783944076207,0.47084762371386574,1.4696243412569825,2041,3253504010.321669
0.1,0.4,0.25,0.25,69.10966209048387,2.8996369169557905,6.622744411682852,0.23555293343691894,0.4673231871083259,1.4958502797510498,2234,3505483104.5241933
0.15,0.45,0.2,0.2,77.69746037119164,3.0466243026079027,6.607311893605394,0.25132666123705366,0.4561175961954172,1.4411565011183416,2313,3934873018.5595818
0.15,0.55,0.25,0.05,58.92660759303419,2.7085120840005654,6.576970176397513,0.31619275167259653,0.47978142076502733,1.5642368776100606,1830,2996330379.6517096
0.1,0.25,0.35,0.3,55.54791221553514,2.6402363059317047,6.568769192862796,0.23982054956215537,0.4774951076320939,1.613877183050858,1533,2827395610.7767572
0.1,0.5,0.3,0.1,55.03628326315959,2.629657558560503,6.567560602747754,0.1833601972612934,0.4705221785513756,1.5063213930845318,1781,2801814163.1579795
0.2,0.25,0.3,0.25,54.70518235514359,2.622776476375809,6.560004068007381,0.1915148598931724,0.48348856900931414,1.755872988637741,1181,2785259117.7571797
0.05,0.3,0.35,0.3,55.40171598127544,2.637220127564233,6.557830606293689,0.16768609413603408,0.46378378378378377,1.558698607855996,1850,2820085799.0637717
