buy_ret5d_max,sharpe,total_return,mdd,win_rate,pf,trades,sharpe_2023,sharpe_2024,sharpe_2025,sharpe_2026
,0.3226107304598461,0.2588978073262456,0.33887681082660465,0.3963963963963964,1.1008235536970832,111,0.0,0.6897979061469388,0.6087986165192768,-0.6762691151077733
70.0,0.3226107304598461,0.2588978073262456,0.33887681082660465,0.3963963963963964,1.1008235536970832,111,0.0,0.6897979061469388,0.6087986165192768,-0.6762691151077733
50.0,0.3226107304598461,0.2588978073262456,0.33887681082660465,0.3963963963963964,1.1008235536970832,111,0.0,0.6897979061469388,0.6087986165192768,-0.6762691151077733
40.0,0.31880674530024594,0.2572253258455066,0.3398593422250848,0.4036697247706422,1.0997651905780212,109,0.0,0.6897979061469388,0.6087986165192768,-0.8877866763288372
30.0,0.29926843665715885,0.23139317208339513,0.35345519649434937,0.411214953271028,1.0897118089013924,107,0.0,0.6897979061469388,0.6087986165192768,-0.8339130062237832
25.0,0.29926843665715885,0.23139317208339513,0.35345519649434937,0.411214953271028,1.0897118089013924,107,0.0,0.6897979061469388,0.6087986165192768,-0.8339130062237832
20.0,0.3131714456350293,0.25148632613793626,0.34295872876928346,0.40384615384615385,1.0980746910889942,104,0.0,0.6897979061469388,0.560886889303186,-0.9010545385474638
15.0,0.3026331254084105,0.23611422990007014,0.3600344783671986,0.4019607843137255,1.0933230603775492,102,0.0,0.3183759190882308,0.983882598442835,-1.0596695546432366
10.0,0.4741445019660258,0.4428938685893559,0.3726506412074653,0.4270833333333333,1.164596826885502,96,0.0,1.159009682243647,0.8060845223122334,-1.0112327977044275
