buy_min_score,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,total_trades,final_value,trading_cost,avg_positions,avg_cash_ratio
0,22.074391908178864,1.800767885907952,4.813179762656411,0.35756128387117436,0.49051580698835273,1.433180021108813,3005,1153719595.4089432,229369319.0897973,9.006510416666666,0.09374215670716786
60,20.373170695947813,1.7312612968241337,4.412649028424689,0.4738483608860896,0.4984114376489277,1.4304987151962605,2518,1068658534.7973906,196570287.83970764,8.372395833333334,0.1251878500693482
63,21.377523160362813,1.7727267193742753,4.633195509017002,0.4140280158479977,0.49519890260631,1.4593139636999124,2187,1118876158.0181406,180566684.8364434,7.9375,0.1490993414368976
65,60.22105818507827,2.857685649577675,8.035551561550157,0.1893821514646961,0.5104895104895105,1.7740782128018493,1144,3061052909.2539134,289449829.7398486,6.432291666666667,0.20860154876131978
67,6.140917999362039,0.9060664905729907,2.5226690749140803,0.27053636812503024,0.46720214190093706,1.6152534086340815,747,357045899.968102,34415617.21570794,5.072916666666667,0.25212835418037804
68,8.155367773896996,1.0679968368867438,3.0285695484683193,0.27571470121126934,0.46362098138747887,1.6736766545544293,591,457768388.69484985,41223535.320322014,4.180989583333333,0.32892289084372306
70,1.3560492722518802,0.3247166533135626,0.9762431576397654,0.6787111297582589,0.47193347193347196,1.3610638536542736,481,117802463.61259401,10264089.64731477,3.4505208333333335,0.45889298848851895
72,1.080535630759245,0.27174846953374243,0.9916847989819917,0.43048178474884635,0.48089887640449436,1.428433688103415,445,104026781.53796226,7672081.397770349,3.1979166666666665,0.6110658270877004
75,1.9151719899583477,0.42058732319484693,1.3064269297835343,0.44619657153811226,0.4798994974874372,1.6115713238504505,398,145758599.49791738,10123587.487120537,2.8645833333333335,0.6352869578547157
