buy_min_score,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,total_trades,final_value,trading_cost,avg_positions,avg_cash_ratio
0,72.2564123067914,3.0916876892626446,8.620284136674986,0.2122919378657281,0.5145187601957586,1.6435966831641566,3065,3662820615.3395705,508770951.0004256,8.751302083333334,0.12262915365321407
60,70.67852817411742,3.062557693534279,8.008845323662939,0.33603194215230997,0.5228859581070597,1.6490659989318057,2578,3583926408.7058706,453758210.5941254,8.1328125,0.1549041594810511
63,76.2841200066274,3.1641811950014356,8.381057956557818,0.3086504161546914,0.5198041833555852,1.661360498456433,2247,3864206000.33137,451503440.56862515,7.713541666666667,0.17804435669423205
65,147.54834071767735,4.159933725400331,11.876137394436368,0.13425597421497465,0.5322847682119205,1.8852403342191157,1208,7427417035.883867,622111147.0161254,6.326822916666667,0.222197781154286
67,10.883174833458488,1.2527459741175901,3.6439272343766276,0.24307341683761605,0.4918444165621079,1.7552540223234294,797,594158741.6729244,51565301.987075016,5.059895833333333,0.26587240270528006
68,16.452713016991485,1.5555611636766242,4.395271646127009,0.2970484964371157,0.48829953198127923,1.8083752016327346,641,872635650.8495742,72486757.490425,4.143229166666667,0.3430883370636757
70,2.1528991757492473,0.45760297481545975,1.3099677027922494,0.6455734180172408,0.49901768172888017,1.5018884887266923,509,157644958.78746235,12921559.242537515,3.40234375,0.4643619560103913
72,1.9281361880807477,0.42265718348618053,1.5348955985537975,0.3418402159254459,0.5074309978768577,1.5948682591507322,471,146406809.4040374,10731177.365962498,3.1341145833333335,0.6166676018501016
75,2.9431563499989957,0.5685967531201022,1.8162188014780873,0.35554732355875,0.5023923444976076,1.7102626790553939,418,197157817.49994978,14022634.540049998,2.82421875,0.6424814929326598
