tp,sl,total_return,annualized_return,sharpe_ratio,max_drawdown,win_rate,profit_factor,total_trades,final_value,trading_cost
0.12,0.05,19.703402808037662,1.7028764435941035,4.596192522881465,0.33990049297616864,0.4728843861740167,1.36940642233943,3356,1035170140.4018831,265145229.51662406
0.14,0.14,19.936372997780076,1.7128188051688147,4.586712368208611,0.3845554788001963,0.5127118644067796,1.4158682605498831,2832,1046818649.8890038,210559020.7559915
0.22,0.12,20.152999067183636,1.7219971814879482,4.583389109559778,0.37714340366459803,0.4972087830294008,1.4808106788797883,2687,1057649953.3591819,185031752.7774773
0.18,0.07,19.797977556714574,1.706921584897779,4.566678557480074,0.3622733501454699,0.47851099830795263,1.4027491994976748,2955,1039898877.8357286,220894272.69997475
0.19,0.07,19.6337129422234,1.699887724101211,4.557946213560194,0.3549816337505052,0.4812392426850258,1.4166768197121962,2905,1031685647.11117,215299722.84031206
0.25,0.1,19.911835848205467,1.711775157668228,4.551003216819519,0.3553290840360202,0.4912476722532588,1.4519782632395069,2685,1045591792.4102733,198721040.72990692
0.15,0.05,19.66619076837733,1.7012814105956515,4.550051616837705,0.34807060288732317,0.46237225147104366,1.3962659714489714,3229,1033309538.4188665,239632847.66809618
0.16,0.05,19.311676784801993,1.6859880930013769,4.546864205619155,0.3409919013968935,0.46120012566760915,1.3931648410711772,3183,1015583839.2400997,234314064.8731136
0.19,0.12,19.779755743833796,1.7061431660532067,4.5367795900756995,0.3883415183422473,0.5,1.4506445728275135,2746,1038987787.1916898,191377451.89295512
0.15,0.11,19.520395268345702,1.6950134690434053,4.530056022107393,0.38615212439135727,0.5033158813263525,1.4231783937154758,2865,1026019763.4172851,206686456.59394115
0.19,0.08,19.487849249203492,1.693610190279954,4.521340836532403,0.36028720564365674,0.48462613556953177,1.428281528289378,2862,1024392462.4601747,204196743.77781305
0.18,0.11,19.68694945425371,1.7021714353425947,4.520574760787509,0.3999775633146349,0.49730893433799783,1.437044304133915,2787,1034347472.7126856,198855720.05560368
0.19,0.1,19.602118154582417,1.6985305154682777,4.496821526585282,0.3806684661694192,0.49358517462580187,1.4374689736060082,2806,1030105907.7291209,197030621.1254397
0.25,0.14,19.603635012000478,1.6985957066418123,4.492793788630958,0.3781660381884518,0.4992313604919293,1.4753412374586556,2602,1030181750.6000239,186985672.05741262
0.12,0.09,18.637609113400437,1.6564075170854102,4.482540104495906,0.3478465288053991,0.5068582625734814,1.3835673665489032,3062,981880455.6700219,223329072.11651918
0.15,0.09,18.980883298458465,1.6715554514932953,4.4751070524262895,0.37174234500120995,0.49442755825734547,1.4063342225199897,2961,999044164.9229233,208474564.68592963
0.12,0.07,18.575883429911038,1.6536648666054155,4.461720197587246,0.33849054046380017,0.49385439647021745,1.3499412378214033,3173,978794171.495552,247167176.05943877
0.16,0.09,19.182829166024092,1.680385335687986,4.445171028177236,0.36301354504282635,0.49198772587794065,1.4295025145447349,2933,1009141458.3012047,197901724.46936268
0.15,0.14,18.828171207500795,1.6648383694158215,4.444772829957258,0.385234448396133,0.5089349535382416,1.4280440203032605,2798,991408560.3750397,193014744.4118811
0.16,0.08,18.857172850183325,1.6661166813929764,4.438663398480245,0.34930612258931676,0.48707620006713664,1.404228881636325,2979,992858642.5091662,206543484.73454458
0.14,0.09,18.631825066215978,1.6561507613141728,4.4269619441225565,0.38790745294376494,0.4971581410899365,1.3740813262884404,2991,981591253.3107989,222298126.53272316
0.2,0.1,18.945089585613797,1.6699841586950708,4.42138673514175,0.3836445237192549,0.49156799425905995,1.46437771027411,2787,997254479.2806898,182988471.0548117
0.19,0.14,18.83518568715064,1.6651476633391633,4.4172002795459715,0.38616335257409257,0.5018532246108228,1.4730699442985362,2698,991759284.357532,177722729.4639992
0.17,0.08,18.54742341220926,1.652398348452342,4.391996221193346,0.3592063592548121,0.4862198026539639,1.405455748844976,2939,977371170.610463,201734806.986326
0.14,0.05,18.208202135624312,1.6372061455668314,4.390852002278599,0.3691215169175102,0.4634444784337718,1.347753676846919,3269,960410106.7812157,251259841.01475874
0.16,0.07,18.50129167073916,1.6503427748662607,4.38837484978318,0.3445807484259708,0.4808201058201058,1.386342493429604,3024,975064583.536958,214488781.15331057
0.18,0.12,18.357050667581987,1.6438944195545147,4.361718327288627,0.3986223476849415,0.4985549132947977,1.4060929631031498,2768,967852533.3790994,196669819.66676974
0.15,0.12,17.972712487244976,1.6265532967923235,4.353560093655019,0.3833689897474202,0.5042075736325385,1.3854870090317961,2852,948635624.3622488,205248025.18727317
0.17,0.1,18.32354889124069,1.6423920915835515,4.352360460352654,0.37744634234378494,0.4958041958041958,1.4306960639666053,2860,966177444.5620346,188753514.03056115
0.22,0.09,18.020056153455414,1.6287020883556167,4.346686750082728,0.36091725092787547,0.48645720476706394,1.4190045437749783,2769,951002807.6727707,190060638.70395046
